epoch_s	power_w	temp_c	util_pct	gfx_clock_mhz	throttle	vram_mib	mem_available_kb	swap_total_kb	swap_free_kb
1789638370	172.34	46	38	1695	0x0000000000000000	20490	25659784	8388604	4288208
1789638372	163.04	47	29	1770	0x0000000000000000	20490	26103532	8388604	4740004
1789638374	241.20	49	39	1965	0x0000000000000000	20490	26109264	8388604	4740004
1789638376	181.62	46	22	1815	0x0000000000000000	20490	25995804	8388604	4740004
1789638378	243.62	49	34	1965	0x0000000000000000	20490	26111512	8388604	4740004
1789638380	238.60	49	32	1965	0x0000000000000000	20490	26153036	8388604	4740004
1789638382	165.46	47	37	1725	0x0000000000000000	20490	26112644	8388604	4740004
1789638384	172.19	47	36	1695	0x0000000000000000	20490	25957056	8388604	4740004
1789638386	181.87	46	41	1800	0x0000000000000000	20490	26167836	8388604	4740004
1789638388	245.79	49	42	1965	0x0000000000000000	20490	26171504	8388604	4740004
1789638391	246.96	49	41	1965	0x0000000000000000	20490	26167796	8388604	4740004
1789638393	172.91	47	36	1710	0x0000000000000000	20490	26018636	8388604	4740004
1789638395	232.38	49	38	1965	0x0000000000000000	20490	26205828	8388604	4740004
1789638397	220.15	48	36	1890	0x0000000000000000	20490	26191312	8388604	4740004
1789638399	176.00	48	40	1785	0x0000000000000000	20490	26226944	8388604	4740004
1789638401	237.08	49	37	1965	0x0000000000000000	20490	26060676	8388604	4740004
1789638403	211.21	50	43	1965	0x0000000000000000	20490	26208308	8388604	4740004
1789638405	210.60	47	37	1770	0x0000000000000000	20490	26222240	8388604	4740004
1789638407	238.81	49	34	1965	0x0000000000000000	20490	26186540	8388604	4740004
1789638409	188.38	48	39	1785	0x0000000000000000	20490	26045912	8388604	4740004
1789638411	187.15	48	40	1770	0x0000000000000000	20490	26203052	8388604	4740004
1789638413	216.45	49	33	1905	0x0000000000000000	20490	26233284	8388604	4740004
1789638415	218.20	49	35	1905	0x0000000000000000	20490	26198452	8388604	4740004
1789638417	197.57	48	35	1800	0x0000000000000000	20490	26023484	8388604	4740004
1789638419	187.76	48	42	1890	0x0000000000000000	20490	26146820	8388604	4740004
1789638421	246.39	50	43	1965	0x0000000000000000	20490	26170060	8388604	4740004
1789638423	242.93	50	39	1965	0x0000000000000000	20490	26186252	8388604	4740004
1789638425	203.37	48	7	1950	0x0000000000000000	20490	26023332	8388604	4740236
1789638427	253.80	50	41	1965	0x0000000000000000	20490	26177040	8388604	4740236
1789638429	248.14	50	38	1965	0x0000000000000000	20490	26199608	8388604	4740236
1789638431	208.13	48	39	1830	0x0000000000000000	20490	26160940	8388604	4740236
1789638433	191.88	48	38	1815	0x0000000000000000	20490	25835884	8388604	4740236
1789638435	169.54	47	32	1710	0x0000000000000000	20490	25720172	8388604	4449292
1789638437	153.38	47	39	1695	0x0000000000000000	20490	25717452	8388604	4216384
1789638439	214.42	49	38	1890	0x0000000000000000	20490	26135468	8388604	4740236
1789638441	192.80	48	36	1785	0x0000000000000000	20490	26043296	8388604	4740236
1789638443	200.91	49	42	1905	0x0000000000000000	20490	26213744	8388604	4740236
1789638445	235.56	50	36	1965	0x0000000000000000	20490	26199848	8388604	4740236
1789638447	170.01	47	34	1695	0x0000000000000000	20490	26144180	8388604	4740236
1789638449	208.65	49	36	1875	0x0000000000000000	20490	26002860	8388604	4740236
1789638451	168.40	48	37	1770	0x0000000000000000	20490	26184264	8388604	4740236
1789638454	242.04	50	39	1965	0x0000000000000000	20490	26210372	8388604	4740236
1789638456	189.95	48	41	1905	0x0000000000000000	20490	26154840	8388604	4740236
1789638458	221.90	49	40	1890	0x0000000000000000	20490	26221384	8388604	4740236
1789638460	246.20	50	37	1950	0x0000000000000000	20490	26219984	8388604	4740236
